loc,v_g,ev_g,iv_g,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
27.99014265822356,1.6002297328248205,1.0,1.291261870501264,249.51139737604313,1345.4446552527122,0.16666666666666666,25.57508223213286,224.24077587545202,34409.85769687176,0.4484815517509041,1911.65876093732,19.593099860756492,7.168775981759531,1.5271006403192675,26.761875842516023,11.0,30.0,105.36093388583974,144.15046349020338,2.400344599237231,0
52.42581403115578,4.768803528114319,2.689287590456238,2.1431253020072845,145.41221550821535,840.680324593562,0.08,26.31048236513341,67.25442596748496,22118.704854933545,0.28022677486452063,1228.8169363851969,36.69806982180904,4.540550690577251,7.580620096551022,41.23862051238629,24.0,30.0,77.44346939828739,67.96874610992798,7.153205292171478,0
9.31296837997363,1.0,1.0,1.0,192.82263389755735,1058.9535790127436,0.1,24.011505561328438,105.89535790127437,25427.069751653147,0.3529845263375812,1412.6149862029527,6.51907786598154,2.404910444969485,1.2499543713440395,8.923988310951025,19.0,25.0,127.10693446655318,65.71569943100415,1.5,0
24.583469142329342,2.8937708923724577,1.4469022803444382,1.0,282.19593122180834,1616.3958466399056,0.125,37.79393876756693,202.0494808299882,61089.9656520581,0.5387986155466352,3393.8869806698945,17.208428399630538,4.5497642363601125,1.9583498373503283,21.75819263599065,15.0,37.0,90.70664146613592,191.48928975567244,4.340656338558686,0
4.808820486069344,1.0,1.0,1.0,186.7982917014386,1037.5877085972381,0.15384615384615385,17.845488874236413,159.62887824572894,18516.259909816465,0.34586256953241273,1028.6811061009148,3.3661743402485405,1.2559027061828314,0.2775591219656808,4.622077046431372,12.0,34.0,82.69960660172619,104.09868509971241,1.5,0
21.65469903218877,1.8722516969235747,1.4252611350604558,1.683782541831323,230.21085998866465,1318.6294937916568,0.07692307692307693,78.83429608236455,101.4330379839736,103953.22793650995,0.4395431645972189,5775.179329806108,15.158289322532138,3.4176621123304725,1.4506202956112488,18.57595143486261,25.0,27.0,53.6220367641681,176.58882322449656,2.808377545385362,0
22.339938413989643,1.6037675449918196,1.0,1.0,203.9669805304591,958.7344964746807,0.16666666666666666,38.58069473257038,159.7890827457801,36988.64293807423,0.3195781654915602,2054.9246076707905,15.637956889792749,3.2339321956659184,1.4005899592280928,18.87188908545867,11.0,14.0,98.74690398708533,105.22007654337376,2.405651317487729,0
158.62680846021206,23.604239618526968,23.286504872440975,17.677459288794818,293.15200631283864,1478.7742567226155,0.08333333333333333,86.98857868623206,123.23118806021796,128636.47079008957,0.49292475224087184,7146.470599449421,111.03876592214844,44.2196313096283,9.886951667521114,155.25839723177674,23.0,9.0,217.5097639769847,75.64224233585396,35.40635942779045,1
15.25977934741858,1.4557854236532315,1.0,1.1413343626761097,312.91444190569143,1891.3782125170937,0.07142857142857142,47.36965647130001,135.09844375122097,89593.9361842362,0.6304594041723646,4977.4408991242335,10.681845543193004,1.7211858677812655,1.554302662077316,12.40303141097427,27.0,38.0,176.06876765526914,136.84567425042226,2.1836781354798473,0
22.377397408818293,2.659048480471421,1.7339638118408127,2.166629829129961,230.4932218977666,1307.4555930455504,0.125,24.35315063177907,163.4319491306938,31840.663001800323,0.4358185310151835,1768.9257223222403,15.664178186172805,5.841688545528566,1.6690124627025567,21.50586673170137,15.0,35.0,113.59809886522707,116.89512303253953,3.9885727207071318,0
26.691727844766497,1.7097465480759144,1.1147056046087345,1.536338887070488,180.41152385872832,885.2596097617959,0.125,19.855799058726415,110.65745122022449,17577.536926236782,0.2950865365872653,976.5298292353768,18.684209491336546,4.564422740410596,2.2905231766380996,23.24863223174714,15.0,14.0,140.69992574127548,39.71159811745283,2.5646198221138716,0
11.637301912009082,1.1469604896302765,1.0,1.0,377.52462000223045,2152.0563384368374,0.06896551724137931,95.14351345101701,148.41767851288535,204754.20118341167,0.7173521128122792,11375.233399078426,8.146111338406357,2.0775360647396868,1.73338232641411,10.223647403146042,28.0,23.0,214.4214540862013,163.10316591602916,1.7204407344454147,0
7.667638807080481,1.0,1.0,1.0,355.9728178110798,2119.5320384087504,0.07692307692307693,93.06250311764444,163.04092603144235,197248.95693236162,0.7065106794695835,10958.2753851312,5.367347164956336,0.9746877818295725,0.9080893894838346,6.342034946785908,25.0,36.0,80.50780858285226,275.46500922822753,1.5,0
95.44723577411384,9.596791169948814,8.298080424850317,5.246708828413619,64.14590084370172,244.2262113070868,0.2222222222222222,7.508963862017121,54.27249140157484,1833.885794862272,0.08140873710236227,101.88254415901511,66.81306504187968,18.44618529645575,13.830119935976786,85.25925033833543,8.0,5.0,52.88245505067604,11.263445793025681,14.39518675492322,0
6.1897770510546835,1.0,1.0,1.0,167.6519261822998,747.6323005427939,0.15384615384615385,51.244369037727395,115.02035392966062,38311.94551354005,0.24921076684759796,2128.4414174188914,4.332843935738278,0.8127350524168675,0.3977281818348734,5.145578988155146,12.0,9.0,82.24464445275416,85.40728172954566,1.5,0
4.081637736892399,1.0,1.0,1.0,170.3314325254287,887.333654441995,0.06896551724137931,30.062918905746585,61.19542444427552,26675.839695829458,0.29577788481399836,1481.9910942127476,2.8571464158246793,0.24415276761321694,0.36005737696790574,3.1012991834378965,28.0,8.0,151.00527037173447,19.326162153694234,1.5,0
45.43662305838942,2.4490158653341183,2.0364144787629668,1.2643193703771578,181.84829084315575,874.2092760526075,0.25,21.101235608028546,218.55231901315187,18446.895904710138,0.29140309201753584,1024.8275502616743,31.805636140872593,5.361505678779254,4.792345137343568,37.167141819651846,7.0,20.0,55.24087719498448,126.60741364817127,3.6735237980011775,0
80.59026095828835,4.278986574750428,3.7267754988317123,3.295859245106719,461.17789542896037,2666.23530540108,0.07407407407407407,96.30290457382995,197.4989115111911,256766.20418741656,0.88874510180036,14264.789121523143,56.413182670801845,4.158035241114765,4.648108271741002,60.57121791191661,26.0,28.0,246.34833907195508,214.8295563570053,6.4184798621256425,1
