loc,v_g,ev_g,iv_g,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
2.511817227081931,1.0,1.0,1.0,114.83320692138113,557.8575368336215,0.08695652173913043,34.69200101765711,48.50935102901056,19353.194235539686,0.18595251227787382,1075.1774575299826,1.7582720589573515,0.18694386069498678,0.31083413813235566,1.9452159196523382,22.0,6.0,92.75647900105388,22.07672792032725,1.5,0
12.530413831051332,1.0,1.0,1.0,376.99877968342577,2082.37611693929,0.16666666666666666,43.86066253434319,347.06268615654835,91334.39613465017,0.6941253723130967,5074.133118591676,8.771289681735931,2.0945883572062143,1.4473367486564996,10.865878038942146,11.0,34.0,97.88547264669639,279.1133070367294,1.5,0
20.92711363783519,1.0931171787074674,1.0488102662563428,1.0,231.01202008265392,1276.009205520426,0.09090909090909091,59.38402974264122,116.00083686549327,75774.56861250896,0.425336401840142,4209.698256250497,14.648979546484632,1.4725060838986164,1.4528504694529665,16.121485630383248,21.0,24.0,89.6214730763653,141.3905470062886,1.639675768061201,0
7.202660199191453,1.0,1.0,1.0,248.42501348883087,1364.3136795343771,0.08695652173913043,39.96156843092888,118.63597213342409,54520.11446596538,0.454771226511459,3028.895248109188,5.041862139434017,1.5884133776001608,0.6166938770013374,6.630275517034178,22.0,22.0,164.86900676961596,83.55600671921492,1.5,0
11.60701665632666,1.150416149254868,1.1010813443783487,1.0,168.15966983774751,833.0960158660438,0.11764705882352941,26.591763671723037,98.01129598424045,22153.492369763862,0.2776986719553479,1230.7495760979923,8.124911659428662,2.8738051204764345,0.886130034687067,10.998716779905097,16.0,14.0,118.3001129532668,49.859556884480696,1.7256242238823019,0
3.7066476807117157,1.0,1.0,1.0,138.31318329882987,741.0200724477544,0.15384615384615385,19.25168329826988,114.00308806888529,14265.88375242517,0.24700669081591814,792.5490973569539,2.5946533764982007,1.0771335860052573,0.4126870957521344,3.6717869625034583,12.0,28.0,45.26338069052544,93.04980260830442,1.5,0
22.031964565334835,1.326174244093395,1.0,1.0979290287553916,124.97655012977489,641.0400960970256,0.07407407407407407,94.9553461381172,47.484451562742635,60870.18421330499,0.21368003203234187,3381.676900739166,15.422375195734384,1.9211989161420693,1.8607497304443312,17.343574111876453,26.0,8.0,59.23823357261682,65.73831655715807,1.9892613661400924,0
71.29549193189975,4.0119512644015725,3.958405916327055,3.4348897422916127,62.29915940091902,243.39599997776654,0.2857142857142857,10.21839328640665,69.54171427936187,2487.116052111043,0.08113199999258884,138.17311400616904,49.90684435232982,13.054567030693496,5.76819201830052,62.96141138302332,6.0,8.0,31.643979541699068,30.65517985921995,6.017926896602359,0
5.383977193063669,1.0,1.0,1.0,153.0723452124234,743.6225439215598,0.16666666666666666,32.273800728713766,123.93709065359329,23999.525799903622,0.24787418130718658,1333.3069888835346,3.768784035144568,1.0331009204087052,0.3808506913544702,4.801884955553273,11.0,17.0,47.44899737299653,105.62334783942686,1.5,0
9.514280497091567,1.2413634409144598,1.0242353982823684,1.1086639756186891,230.53333172102643,1209.8222143045914,0.2222222222222222,21.701167432766546,268.8493809565758,26254.554436504306,0.4032740714348638,1458.5863575835726,6.659996347964097,2.6698891484488296,0.8648739007845536,9.329885496412928,8.0,29.0,67.77457597527734,162.75875574574908,1.8620451613716897,0
36.710231208981774,5.208167685971842,2.935113137042673,3.781200773694387,297.6911794631874,1584.2910515852927,0.08695652173913043,68.9498836247507,137.7644392682863,109236.68363453983,0.5280970171950976,6068.704646363324,25.69716184628724,7.592379187521939,2.5532060892561184,33.28954103380918,22.0,17.0,184.86409716814074,112.82708229504661,7.812251528957764,1
86.01389587883172,12.014002644444426,9.047565696022346,7.3553969408699915,254.94117864074022,1286.0237823176628,0.18181818181818182,43.12592662289787,233.8225058759387,55460.96727153311,0.4286745941058876,3081.164848418506,60.2097271151822,7.429657671417173,12.580130820424554,67.63938478659936,10.0,22.0,56.56191617541004,198.37926246533019,18.02100396666664,0
3.347360836492251,1.0,1.0,1.0,339.45268681192243,1830.4366373049913,0.14285714285714285,56.118627584793096,261.4909481864273,102721.5919664798,0.6101455457683305,5706.7551092488775,2.343152585544576,0.5325243750210932,0.21908537312126125,2.875676960565669,13.0,28.0,89.07727143361477,250.37541537830765,1.5,0
16.402902733295296,2.3090781878545354,1.7484876069407276,1.4111028023660528,122.49464111023349,529.4130308874626,0.14285714285714285,31.247962058479462,75.63043298392323,16543.078302436046,0.17647101029582085,919.0599056908915,11.482031913306706,3.505146653788394,2.3182299771976442,14.9871785670951,13.0,6.0,88.84298966264022,33.65165144759327,3.4636172817818034,0
28.212269917837883,2.8980341958434335,2.274220509064084,1.433874389296491,233.65918359105586,1356.9418099114796,0.10526315789473684,18.603570840981654,142.83597999068206,25243.963087778073,0.45231393663715985,1402.4423937654485,19.748588942486517,6.3497668500916,2.619433365664468,26.09835579257812,18.0,37.0,155.11077337357776,78.5484102174781,4.34705129376515,0
17.770367648733824,1.278428038940479,1.0,1.0,189.26589200725874,978.4904670086077,0.15384615384615385,31.116415062857946,150.5369949244012,30447.115506489547,0.32616348900286923,1691.5064170271971,12.439257354113677,4.722803948191008,1.5600001416372067,17.162061302304686,12.0,23.0,64.80023175582696,124.46566025143179,1.9176420584107183,0
1.0282409428222283,1.0,1.0,1.0,185.72631697356428,967.5325870438037,0.08333333333333333,73.14339076851942,80.62771558698364,70768.61409542146,0.3225108623479346,3931.589671967859,1.0,0.09781324991484339,0.07519729615869661,1.0978132499148434,23.0,13.0,96.68218908145367,89.0441278921106,1.5,0
