loc,v_g,ev_g,iv_g,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
21.56488404756034,1.4781591469556947,1.1435444635058267,1.0,212.18844168784042,1096.9983296990504,0.11764705882352941,55.03460032294159,129.0586270234177,60372.86462992174,0.36566610989968346,3354.0480349956524,15.095418833292237,3.2669424798160818,1.71032042553896,18.36236131310832,16.0,19.0,74.60194088048644,137.58650080735399,2.217238720433542,0
11.889058311749226,1.0,1.0,1.0,245.92226029651926,1194.6856667993063,0.2222222222222222,31.812938732709263,265.48570373317915,38006.46192273225,0.3982285555997688,2111.470106818458,8.322340818224458,1.6391214105545566,0.6259307090425452,9.961462228779014,8.0,20.0,78.90433194979563,167.01792834672364,1.5,0
24.639765434662085,3.5377612734714043,2.799759520427445,2.612065418155503,229.26252281052334,1348.6695862904858,0.1,42.43852372484444,134.86695862904858,57235.546234764915,0.4495565287634953,3179.752568598051,17.24783580426346,2.3344417584669217,1.6135676884459025,19.582277562730383,19.0,39.0,50.57400186380991,178.68852094671342,5.306641910207107,0
2.0854007523559397,1.0,1.0,1.0,83.07773374748122,324.5756166825028,0.2857142857142857,10.70915766921251,92.73589048071509,3475.931454634805,0.10819187222750094,193.10730303526694,1.4597805266491577,0.2729542506615295,0.1371196716249783,1.7327347773106871,6.0,8.0,50.950260739843685,32.12747300763753,1.5,0
49.45045494354048,3.724745397114229,2.4121031912944773,3.2328689931236863,318.0526448594137,1776.312094795009,0.08,50.75333048029338,142.1049675836007,90153.75478327331,0.5921040315983364,5008.541932404073,34.615318460478335,10.2704502471089,7.074230029389136,44.88576870758723,24.0,23.0,216.54598389882696,101.50666096058676,5.587118095671343,0
53.04851521939989,4.301197485924254,2.3095253692047315,1.4595477838821858,472.82076182497286,2708.2797129994165,0.13333333333333333,61.77749692590416,361.1039617332555,167310.74164431004,0.9027599043331388,9295.041202461669,37.13396065357992,9.151667176986853,3.3570163453677804,46.285627830566774,14.0,38.0,128.63185038064967,344.1889114443232,6.451796228886381,0
18.8241918844431,1.8713488957839752,1.5244080904849697,1.0,212.3038420873931,1273.8230525243584,0.08,33.964455803169926,101.90584420194868,43264.70676852258,0.42460768417478617,2403.5948204734764,13.176934319110169,3.293946330256423,1.8626431794750755,16.470880649366592,24.0,39.0,99.08898941016002,113.21485267723307,2.807023343675963,0
15.304264697195286,2.184128729790087,1.3129451800735554,1.3323722216912823,310.4771798243015,1617.4163893866923,0.07407407407407407,86.26114849813938,119.80862143605128,139520.19534820988,0.5391387964622307,7751.121963789437,10.7129852880367,1.1936243991939262,1.9528417143652106,11.906609687230626,26.0,10.0,237.4869772489528,72.9902025753487,3.27619309468513,0
18.750632007930193,1.1602580469130162,1.0,1.0,165.01785362657833,756.6006708273543,0.16666666666666666,49.23047117413317,126.10011180455905,37247.807515495886,0.2522002236091181,2069.3226397497715,13.125442405551134,3.0024913961788484,1.861302787010526,16.12793380172998,11.0,12.0,48.6549217604454,116.36293186613294,1.7403870703695241,0
16.163334387539404,1.890206813291396,1.5869354901850434,1.0,289.11620287495697,1517.2608756498241,0.2,38.8108210288846,303.4521751299648,58886.14029897405,0.505753625216608,3271.452238831892,11.314334071277582,2.257204535317246,1.4751789208647303,13.571538606594828,9.0,28.0,39.002022911033976,250.114179963923,2.835310219937094,0
