test_index,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
23,-0.0775379442898648,0.009688270264346398,-0.007040585058034409,-0.007000003586705878,0.0005436530243047642,2.979737754524256e-05,0.001747344140232093,0.010639945818415314,-0.007407519922494157,0.014537987404961343,0.007885908954750593,-0.002248486999775994,-0.002494484435098087,-0.0007228449273883534,0.002276546599218186,-0.0019210739472003372,-0.001057825742472217,-0.024706335242216975,-0.011769176341853801,0.0041559525604382645,0.00037683789164632273
29,-0.09480576088759067,-0.00320092150734602,-0.008078796676231077,0.01998634212249335,-0.0018778190618868912,0.003879299129956511,-0.012068177940389273,0.017887054897878216,-0.008580931498889981,0.0100215681453696,-0.00971401288799102,-0.0008043360705426561,0.003589370462583985,0.005956188403778088,-0.01028011500609606,-0.002040872664887236,0.00022129497433178723,-0.006586640814877532,0.03513127103043262,0.0001034998177283134,0.0016701015478700002
30,-0.04952282826596633,-0.015228855168966606,0.0019599950699700575,0.009080236383149422,0.0008971353772443015,-0.0009216241605117093,0.0031284197865967494,0.00015490249617542592,-0.0024431967034817103,0.009001059289247479,0.014831158960259274,-0.0003765223128120214,0.0034725037500299093,-0.001054221624088099,0.005605039773648337,-0.0004566064273697743,-0.0045319654191962625,-0.005871010136107068,0.00012398445432479477,0.009198375490076106,-0.009193032458812415
32,-0.05572384372937068,0.011488112266850986,0.0025562810755402634,-0.025284545830440076,0.0012821652834151959,-7.517829458598262e-05,0.00590067121596734,0.004212271430022015,-0.0022095294146759837,0.008544548609814528,0.0006144620976272436,0.008349086997814094,0.0010917460080858835,-0.0004325575858247226,0.016130177169357482,-0.0012791468537759513,0.0012591906910343934,-0.0005295449538744589,-0.005321352609867418,-0.0012249247690904557,-0.00408897615566847
44,-0.01850395276504969,0.003436508282669464,-0.015491849113624166,0.013086906134479654,0.0016233623700937971,-0.004415941384871567,0.004576383537533284,-0.02068473940082961,-0.008683572681552666,-0.012551358776275301,-6.31858456453472e-05,0.0010043386841358639,0.0006986383765088655,-0.0007943783799145585,-0.014916674510089633,0.004276884672298723,-0.007112614116192812,-0.0018836356208334656,-0.004914359772257312,0.003560053472763052,-0.012937328721551235
49,0.140521561074774,-0.0069256687938084914,0.028464580792525833,0.00874417257373285,-0.00022771092804936373,-0.0031589175231367898,-0.03717235934711298,-0.0824210868392735,0.006553927116968016,-0.014646261344032794,-7.52192012092425e-05,0.0006672231063906954,-0.00305514459640646,-0.017902325911646616,0.008762089822329962,-0.003160957674335044,0.004409029834157251,-0.003313125570669712,0.011072342830852556,-0.03719500775223553,-0.00830555479778968
51,-0.09400141572824516,-0.0025216235068338815,0.00666415446419532,-0.010348373052146366,0.0009198597216795855,-0.006622411974687844,-0.010692622349927718,-0.0028549281450802283,-0.003180821666459386,-0.00784687853510643,0.0023056303147126773,0.0017757062066510113,-0.0025047340095010473,-0.0007621687553686186,-0.010847849599973314,-0.00124919758823517,-0.005354765311060965,-0.0001308957876497253,-0.0042946470588076605,-0.011911367453319834,-0.0047189736845961415
59,-0.02490117436149378,0.012815292965096377,-0.014352805012370984,-0.015669510424346438,0.0002513696589986571,-0.0008293060649660453,0.002551260140901597,0.0011724506223131212,0.00022716406660145446,-0.013101829270626473,0.005900643536618839,0.0031231227868505585,-0.0017220009942449557,0.0008914982650380464,0.010809105789282777,-0.0043015304242853105,-0.00021730294009393288,0.0032539756811272424,-0.009783018275583463,0.004985855617877255,-0.005381021121688243
65,-0.08417044409879045,0.010651432762842803,-0.00763704588986521,0.02137714005933632,-0.0012992991909186232,0.0045836280870085525,0.0022903595539546335,0.015271326672048162,-0.008367150080367022,0.023208654967841705,0.004237544795799578,-0.001226787398257913,0.005922586794067117,0.0043591401163894546,-0.01566198982370883,-0.0019742864670391626,-0.009125883627668877,0.012117646969990849,-0.018480842213909783,0.005028286700563641,0.0017879034426244095
67,0.25646443278732106,-0.0003455015031613651,0.06973215623136356,0.08785241202550191,0.0007556997228991148,-0.0018217162517958339,0.002377545449440371,0.0028648617253801776,0.012168302900007892,-0.006695315368873799,0.005000826017279345,0.0008554799212934356,-0.0020420057821565678,-0.00438684745405449,0.006334925156182593,0.004506720488312499,-0.001229105714662952,0.018538839596153392,0.004223342575604511,-0.0071269210267768165,0.02659623890059175
69,-0.06332219627473873,0.014659342159816664,-0.007096760184972521,-0.015069203414487302,5.168419816879583e-05,-0.0018661467302938095,0.002226145125359705,0.0017281270733534506,-0.013999935903814096,0.005146286717827838,-0.0014165195061219915,-0.00012859973531573684,0.002251027133019592,-0.0011948817163802438,0.0005381488272316028,-0.0016302161005366524,-0.00043909075970983063,-0.0015980974573871517,-0.006056510032272677,0.00714379428776006,-0.038602811994450856
70,0.10455400607967165,0.004943559106989251,-0.00996192606783267,-0.03461705594480435,-0.0008995490153838202,-0.004950184145286416,-0.010456181359209182,-0.010325451982569211,-0.0033979411824325,-0.015315926141037908,0.0013460803264799138,-0.00077212977569087,-0.00936580331762474,-0.005103574048321707,-0.00658400543785646,-0.0052100027945583775,0.0033063617113391255,-0.0018062370733012872,0.008016808151751471,-0.05874432217764175,-0.006876546612906775
71,-0.0979206798809704,-0.0035085953663834095,-0.000862117693147204,0.008745705381645368,0.0012657045159940766,0.008124119664065758,0.0030351392314950615,0.021550600175972306,-0.0045194470339284445,0.0065063912311707165,-0.002751713143151174,-0.0015162035601013746,0.006972831271062221,0.0028458085486449737,-0.004677279752679341,-0.0009082986409339278,-0.0025688912915714608,-0.005757376142093187,0.0010950731944083527,0.0012172548422660135,-0.013095033597498074
