Model,Repetition,test_position,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
RF,1,23,-0.03169508292479065,0.010819347114244522,-0.0020512481959423213,-0.013945489189073896,-0.006270010056014428,0.0007524385681267631,-0.002056107000288421,-0.0012067861768392163,0.0031914266783473976,-0.005099614841600442,-0.004834251174307838,-0.001401802251106119,-0.0025071650514595944,-0.002257887297799357,-0.012748939172157634,-0.0012394115824918117,-0.007989618843321295,-0.011332046141068303,-0.0175166328351051,0.00017871187906280285,0.010655948315809382
RF,1,29,-0.06554215471464403,0.01669704688832553,-0.00438697999828932,-0.025325331547380755,0.003389133068252477,0.005999805399173965,0.013811443861573309,0.005320438687541582,-0.0027192494260458487,0.008746947439248913,-0.00348546250353138,-4.21141764944366e-05,0.0001472571611915896,0.0006438734958283021,-0.03841880321372059,-0.0012421606129908013,-0.007362747567823362,-0.012307444271069983,0.0039479180887680345,-0.0017097150654916504,-0.0017737971639405713
RF,1,30,-0.006129900615623001,0.005245652353350465,0.0002156657007543572,-0.007505547408666757,-0.0018557917614549523,-0.004218511066484041,0.011917213470031243,0.017220871982164567,0.02007445586388286,0.007126833519355387,-0.0024209277447931753,0.008977708520224469,-0.0033746411506021447,-0.0031341308411947464,0.03007635935785686,-0.00034946794796042013,-0.0007092100477092345,0.008073922994416307,-0.0005817982398575339,0.013227202793034394,-0.0029133317388328806
RF,1,32,-0.034442507372558565,-0.01877807300347172,-0.009755615246621403,0.039730449793978835,-0.0028367863678483473,-0.0012616983446943663,-0.009923652020573855,-0.002351696333130633,-0.0003765360105356308,0.002801316023890479,-0.003058398936589697,0.0032410133850059707,-0.007295716249571172,-0.0021788032637732615,0.03210207318415471,-0.0014582356170433285,-0.004808229537817396,0.0014957086740247404,-0.004850552419600263,-0.0036054701781301902,0.0036421175389767767
RF,1,44,-0.023800907806518126,-0.028433700163785717,-0.014888112689088757,0.027844527244886876,-0.004385543215262828,-0.0031537633270426113,-0.00719674367230482,-0.01749485119803694,-0.011212078207522395,-0.008329434677594918,-0.002550214281609442,-0.009498958182899173,-0.007298490371570949,-0.0061539001981554976,-0.0427545794957922,0.008809762480507289,-0.007499540022762403,-0.0145300533813095,-0.0038826410558652925,-0.0033906103310107484,-0.0010515882035122103
RF,1,49,0.06892351020005875,0.012021022964052861,0.019453472998329318,0.022036447311731707,-0.007908706633085245,0.000509562094744922,-0.02695222741440972,-0.04008917504063476,0.0021897183082225523,-0.013114202662827382,0.006302220464798581,-0.015313463156820006,0.004933147584795279,-0.011934822390288105,0.009717443293242098,-0.00019599429004301782,0.002157860454542515,0.006087526147511255,0.002972026104603458,-0.017122104111411147,0.006371815363051781
RF,1,51,-0.05333886951347978,-0.01906585010533689,0.002095807742856408,0.005739629155096395,-0.0030517231071565476,-0.004845695330675994,-0.000517914463392799,-0.00017177918000584212,-0.005482158925683506,0.009363308829010748,-0.004338053856145337,0.008433919931090373,-0.006739402071098937,-0.004166775247096553,-0.025394878345691155,-0.0002890752681560116,-0.0051190377410853215,9.36862279584716e-05,-0.0018071941282130411,-0.01291064242773075,0.00521867794387731
RF,1,59,-0.004188786393745545,-0.009959230467919723,-0.011079504799781717,-0.04052289345681345,-0.0060788753517670106,-0.0035616732379290285,0.0007751520554444369,0.004530907544055367,0.004179081512981497,-0.003978350702792568,0.0002929295623340522,-0.0016519593893997353,-0.008061349575925192,-0.002447751397536422,0.021974126004161577,-0.0013669911702345417,-0.007514002352133957,0.006776738532824993,-0.00628089630639181,3.729195251224837e-05,0.012708254472883027
RF,1,65,-0.05407339018865315,0.01392026793734658,-0.0059385518338267215,-0.05068520097004409,0.0033797688373824997,0.0011354595891293685,0.0046901450447327875,0.0029636379200246666,-0.007257264534478054,-0.0022206076893658633,-0.004468015193714337,0.002834706035211951,0.0009160299003194438,-0.00317410885056745,-0.02654605150042471,-0.0012162527891018725,0.0016525010575003307,-0.006744900539252114,0.009447782087129611,0.0032166686539534337,-0.000907896301364417
RF,1,67,0.0934054725149342,0.024311405354733324,0.028232356840060504,0.04456652235597261,0.0022510617394606667,0.007208623020341634,0.007458756170424863,0.005088665255403555,0.025976840007093643,0.011857992980833388,0.012007827263417283,0.004630268436860803,0.02144884822138067,0.010891991108965158,0.022903080133154532,0.0023067609469154603,0.013470709547926276,0.013852871150992598,0.018944788882019167,-0.0018157482677142412,0.026688404196790146
RF,1,69,-0.017172458390288626,-0.005338721973438396,-0.009646873910662634,0.004854388345048619,-0.0006567911865846554,-0.0016512550761905232,0.009856548049740042,0.008572947467939684,0.009802100840724392,0.010156073912878583,0.0028505567111088226,0.010316569201649486,-0.009150603087947502,-0.00427899203296846,6.044180252672504e-05,-0.0009188932374877368,-0.005843935429512044,0.001955741153018664,-0.0054060607794244216,0.009176183313713296,-0.003625627448774935
RF,1,70,0.06683764681938982,-0.008655665371776138,-0.014707982943663751,0.023568320544183907,0.0038656007042690275,0.008476946913187077,-0.004150498506410827,-0.006466775820474311,0.01424227000645118,-0.003868128297824853,0.013500928379605738,-0.00535819046278732,0.01297164987354961,-0.014187782154170919,0.003083429895029468,0.0014581558527629569,0.013654174932473779,0.014363184709370671,0.010786026054385616,-0.01332498570114268,0.0009377453531627111
RF,1,71,-0.07504091269781639,-0.011117582850894791,-0.005797541823647236,-0.002636168000852308,0.012814462096309995,-0.0008062137779143086,-0.0019393937732252197,0.018396037597439942,-0.01767844514735259,-0.0009131415037609259,-0.0027252463369367773,0.006515942213701465,0.005008729841558051,-0.00021891571578493087,-0.019287566162822428,-0.0007909886523935939,-0.005747718089438649,-0.010621376850684925,0.009233279926956186,-0.005422519530067973,-0.0008963023314196051
RF,1,73,-0.009816140440578493,-0.003670158290523204,-0.001332379763748861,-0.005675540974469868,-0.005158366468522928,0.0005649062835041719,-0.016863117235066626,-0.006454790096820773,0.005231998944545069,-0.004032698514310482,0.0012982529010608346,-0.011040525659641958,-0.0034499589797334805,-0.00374201923077635,-0.0020668625739389767,-0.0006472652484183073,0.004734068823847792,0.0012076893848228564,-0.002805274608819701,-0.01389995325983108,0.005835531357662944
RF,1,76,0.026016948581698215,-0.013938466247944916,-0.006057784446463757,0.057860708924486345,-0.0031346119202726188,-0.003784788108868895,-0.0019645073811068413,-0.003688960710694289,0.018422009179254958,-0.0017759845298988353,0.0003373615391672047,-0.0047280028911080765,0.0019437608675210072,-0.004065331301512742,0.02288118986104408,-0.00022613496096482777,0.004802348158532368,0.01218822728125815,-0.008055849147090725,-0.0020379760437788264,0.00398084091335761
RF,1,78,-0.052094598227847656,-0.007855774543314169,-0.0065879689016281875,-0.06260297849746621,-0.0022979220489295926,0.0007212137974609334,0.011867780425602348,0.004398755493912745,-0.0041490438109825336,0.012198032953566553,-0.013918175262524386,0.0026660026282392833,0.005728719596036598,-0.01516099977044064,-0.026480169118031114,-0.0016064304095448278,0.0008380892131606288,-0.007820447037982632,0.005025266489604405,-0.0037298396781457657,-0.006753189892291971
RF,1,99,0.013674502093349474,-0.01305678087583658,0.01077339879273893,0.0513834034900313,-0.004494163229779957,-0.001286835493379499,-0.016786468545025173,-0.0087054011630525,0.003963574460296684,-0.0023287830288697365,-0.0009530504300153098,-0.0009779003094902805,-0.0029152677643017456,0.001832337637120247,0.022965380501513408,-0.0007658640408340034,0.008797243923167457,0.00570130559114233,-0.009696475632220541,0.0008250500542129657,-0.008963087129463929
RF,1,109,0.0010527727489488825,-0.018783089948221345,-0.0018393105134519771,0.03588864863635109,-0.005291661894235205,-0.005293048724605001,-0.022421928678618315,-0.010611378477546509,-0.004158754373333977,-0.001787067199015553,-0.0007719934196876465,-0.004893136814870616,-0.004660102091098395,0.00045069619858509216,0.014903872473849021,-0.0007556102075045601,-0.010492986975315262,-0.005189172905826069,-0.008439578221296245,-0.003729040371495387,0.00011244741131008596
RF,1,111,-0.022086776034871036,-0.009940527957396625,0.0005522479742307951,0.04751967581182072,-0.00092112855202231,-0.002984471179093191,-0.0012674408878024224,-0.006880389336262453,0.019154675555649446,-0.001765488015659855,0.003132633029547094,-0.00598085609370969,-0.00033858458686921724,-0.003006433265097712,0.032853166692944885,-0.0005802180589807904,-0.00313905248398612,0.010802798321699357,-0.006080482853281239,0.0013798542990957686,-0.0020729981456037196
RF,1,115,-0.032130071726995765,-0.018982513446422048,-0.007582551523949519,-0.06949224321110592,-0.010637514455633266,-0.013981555078534881,-0.0006870855009503884,-0.004450673047867042,-0.002241855104812487,-0.010291922181108361,-0.01686918136495109,-0.005627562709651102,-0.007345712622094709,-0.0024144384052112856,-0.0010326867840555565,-0.00799831910215289,-0.002715933543377105,-0.002243706423684131,-0.01715373251024772,0.0005689069939177216,-0.019725247810122255
RF,1,123,-0.05216722335917922,-0.010449811607021787,-0.006304923108679646,-0.07095735977557012,-0.010477601833099186,-0.0067184210381333286,0.00019536133495165586,-0.0009430645929683123,0.0014976721111906953,-0.0005023650201815144,-0.012507191821839,-0.005975623574270656,-0.006558163498639544,-0.003341808442017964,-0.029124173304593624,-0.005069294795201813,-0.006894897978567087,-0.006713202607209752,-0.012579674997647316,0.0035209275857033618,-0.009990910544952386
RF,1,124,0.08233181039781684,0.03337841464068134,0.05735197003476287,0.04541795250670162,0.0031107689238265126,0.008324533867585445,0.01120988230425212,0.0030611522572223746,0.04355183915928421,0.008289032022651667,0.013219764086067443,0.0005689196172620825,0.01726404276237446,0.019836871632930977,0.028030254462114643,0.0028651280241763287,0.015615446796832372,0.03715566776763211,0.01618090832122931,-0.0035843982696431454,0.028052297157307463
RF,1,135,-0.02918844247795164,-0.0022192326770547766,-0.011197221639309873,-0.025938214700811955,-0.007071957020757793,-0.00705567900506054,-0.0008949790497750598,0.006022685462544359,0.005286356505083347,-0.0028223313798503113,0.0008410504993946688,0.000410205204065619,-0.004768123207395547,-0.004490967683414908,-0.032045300024527705,-0.0014022659704551188,0.00015163876088422512,0.006405801001177451,2.7714616374225896e-05,0.00655129340313124,0.009229503021887808
RF,1,162,0.04283512872477658,0.0038177479466094157,0.027001005876778804,0.015954155574097798,-0.0033655486868978813,-0.0064987031336872295,-0.013008621563839426,-0.026191478684367837,-0.004395659281318842,-0.005647800292901195,0.008372746269891707,-0.01224884330245672,0.0013557711175104714,-0.0066652524635270535,0.021808792044851515,0.0004733180182211072,0.0013070526064632305,-0.00040513817507587647,0.0013273798390289926,-0.017690743642591256,0.019641132136578678
RF,1,168,-0.018154520219987376,0.019217160795522544,-0.005079803975962136,-0.01629429813471404,-0.008680281273140623,-0.011657388288576556,-0.0019708421210094685,-0.003901282978493441,0.0040743801253591986,-0.01199027550543633,-0.00916812770236163,-0.0013314844077197564,-0.011243438942152295,-0.0045626471992756025,0.02241163084981622,-0.0004473531849157553,-0.0056519276808671744,0.005406104979624615,-0.027009150994338,0.010480616485916699,-0.00821781795902723
RF,1,173,-0.023260796943433776,0.018151978074338614,-0.003414662969561846,-0.010198804265510262,-0.005199894776931728,-0.003063259489761094,0.009610527513103193,0.009157513808963813,0.010512612380495626,0.013497036010337525,-0.0076169406016879295,0.007991278497289044,-0.00031053964513574786,-0.003836162714705438,-0.00889157200444174,-0.0007160874980536391,-0.001601000298913391,0.007851074499694449,-0.006609555284438216,0.009031665670633515,-0.0037835939450621935
RF,1,185,-0.0014615200702354514,0.00531653333603856,-0.007451323841073077,-0.06549645167144319,0.009272060584269753,0.006129825816850314,-0.0018617792223375319,-0.006522571853152783,0.006740176237500677,-0.0017191841325319502,0.01196342737929001,-0.007024232926348191,-0.006635199735335391,-0.0021753694395943057,0.008454516985347596,-0.005003457090581378,0.009086910662391005,-0.002614388781665582,0.0021121936354461467,0.00813525220011627,0.012004963348837805
RF,1,188,-0.06635383442383017,0.009538227012929213,-0.008064600966055763,-0.019124547822199814,-0.0008272437897360874,-0.0008249822284938091,-0.002341662459188285,-0.005545430861088221,0.004790357612696425,-0.0019960527163772213,-0.00585188505558989,-0.0007865538375979497,0.0036679922785870646,-0.005371981474858103,-0.029853732986712202,-0.0007768199410884335,-0.006230603501107339,-0.00022520198761668552,-0.011127635070193093,0.0037352242401749434,-0.011316230828161338
RF,1,196,-0.06267235237108963,-0.01832140187916423,-0.006793801727893936,-0.06806253833468447,-0.006919470699550913,-0.004200902552852171,0.013550805039514842,0.0017745340067477854,-0.0022625534906774193,-0.004974627673023804,-0.007009240497337714,-0.0014102344238811782,-0.009663581979997957,-0.000832865039944295,-0.030974189025433817,-0.0034464644401828084,-0.021631630827080243,-0.01508369826063543,-0.015107347264567465,-0.0017560449893031206,-0.012645724310957576
